Extract.Date,CCG.Code,CCG.Name,Breakdown.Field,Breakdown.Value,Patient.Count,CCG20CD,pop19
22/02/2021,78H,NHS Northamptonshire CCG,Age,30-39,4415,E38000242,736219
22/02/2021,84H,NHS County Durham CCG,Age,30-39,2610,E38000234,530094
22/02/2021,91Q,NHS Kent and Medway CCG,Age,30-39,8845,E38000237,1860111
22/02/2021,92A,NHS Surrey Heartlands CCG,Age,30-39,5165,E38000246,1049170
22/02/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Age,30-39,4035,E38000231,921917
22/02/2021,93C,NHS North Central London CCG,Age,30-39,10370,E38000240,1510806
22/02/2021,97R,NHS East Sussex CCG,Age,30-39,2405,E38000235,557229
22/02/2021,99A,NHS Liverpool CCG,Age,30-39,3660,E38000101,498042
22/02/2021,99C,NHS North Tyneside CCG,Age,30-39,1135,E38000127,207913
22/02/2021,99E,NHS Basildon and Brentwood CCG,Age,30-39,1610,E38000007,264220
22/02/2021,99F,NHS Castle Point and Rochford CCG,Age,30-39,795,E38000030,177744
22/02/2021,99G,NHS Southend CCG,Age,30-39,1105,E38000168,183125
22/02/2021,99M,NHS North East Hampshire and Farnham CCG,Age,30-39,1270,E38000118,211709
22/02/2021,00L,NHS Northumberland CCG,Age,40-49,1515,E38000130,322434
22/02/2021,00N,NHS South Tyneside CCG,Age,40-49,1050,E38000163,150976
22/02/2021,00P,NHS Sunderland CCG,Age,40-49,1905,E38000176,277705
22/02/2021,00Q,NHS Blackburn with Darwen CCG,Age,40-49,1775,E38000014,149696
22/02/2021,00R,NHS Blackpool CCG,Age,40-49,1150,E38000015,139446
22/02/2021,00T,NHS Bolton CCG,Age,40-49,2985,E38000016,287550
22/02/2021,00V,NHS Bury CCG,Age,40-49,1370,E38000024,190990
22/02/2021,00X,NHS Chorley and South Ribble CCG,Age,40-49,880,E38000034,178547
22/02/2021,00Y,NHS Oldham CCG,Age,40-49,2595,E38000135,237110
22/02/2021,01A,NHS East Lancashire CCG,Age,40-49,2805,E38000050,382746
22/02/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",Age,40-49,2255,E38000080,222412
22/02/2021,01E,NHS Greater Preston CCG,Age,40-49,1345,E38000227,203825
22/02/2021,01F,NHS Halton CCG,Age,40-49,985,E38000068,129410
22/02/2021,01G,NHS Salford CCG,Age,40-49,2070,E38000143,258834
22/02/2021,01H,NHS North Cumbria CCG,Age,40-49,1735,E38000215,319371
22/02/2021,01J,NHS Knowsley CCG,Age,40-49,1100,E38000091,150862
22/02/2021,01K,NHS Morecambe Bay CCG,Age,40-49,1755,E38000228,332696
22/02/2021,01T,NHS South Sefton CCG,Age,40-49,1395,E38000161,160226
22/02/2021,01V,NHS Southport and Formby CCG,Age,40-49,740,E38000170,116184
22/02/2021,01W,NHS Stockport CCG,Age,40-49,1735,E38000174,293423
22/02/2021,01X,NHS St Helens CCG,Age,40-49,1515,E38000172,180585
22/02/2021,01Y,NHS Tameside and Glossop CCG,Age,40-49,2105,E38000182,260063
22/02/2021,02A,NHS Trafford CCG,Age,40-49,1565,E38000187,237354
22/02/2021,02E,NHS Warrington CCG,Age,40-49,1305,E38000194,210014
22/02/2021,02G,NHS West Lancashire CCG,Age,40-49,575,E38000200,114306
22/02/2021,02H,NHS Wigan Borough CCG,Age,40-49,2120,E38000205,328662
22/02/2021,02M,NHS Fylde and Wyre CCG,Age,40-49,825,E38000226,194337
22/02/2021,02P,NHS Barnsley CCG,Age,40-49,1575,E38000006,246866
22/02/2021,02Q,NHS Bassetlaw CCG,Age,40-49,915,E38000008,117459
22/02/2021,02T,NHS Calderdale CCG,Age,40-49,1665,E38000025,211455
22/02/2021,02X,NHS Doncaster CCG,Age,40-49,2290,E38000044,311890
22/02/2021,02Y,NHS East Riding of Yorkshire CCG,Age,40-49,1455,E38000052,318400
22/02/2021,03A,NHS Greater Huddersfield CCG,Age,40-49,1580,E38000064,246604
22/02/2021,03F,NHS Hull CCG,Age,40-49,2050,E38000085,259778
22/02/2021,03H,NHS North East Lincolnshire CCG,Age,40-49,930,E38000119,159563
22/02/2021,03J,NHS North Kirklees CCG,Age,40-49,2090,E38000121,193183
22/02/2021,03K,NHS North Lincolnshire CCG,Age,40-49,1000,E38000122,172292
22/02/2021,03L,NHS Rotherham CCG,Age,40-49,1890,E38000141,265411
22/02/2021,03N,NHS Sheffield CCG,Age,40-49,4535,E38000146,584853
22/02/2021,03Q,NHS Vale of York CCG,Age,40-49,1500,E38000188,366072
22/02/2021,03R,NHS Wakefield CCG,Age,40-49,2050,E38000190,348312
22/02/2021,03W,NHS East Leicestershire and Rutland CCG,Age,40-49,1765,E38000051,338592
22/02/2021,04C,NHS Leicester City CCG,Age,40-49,5040,E38000097,354224
22/02/2021,04F,NHS Milton Keynes CCG,Age,40-49,2665,E38000107,275882
22/02/2021,04V,NHS West Leicestershire CCG,Age,40-49,2310,E38000201,407490
22/02/2021,04Y,NHS Cannock Chase CCG,Age,40-49,705,E38000028,137595
22/02/2021,05A,NHS Coventry and Rugby CCG,Age,40-49,4415,E38000038,480456
22/02/2021,05C,NHS Dudley CCG,Age,40-49,2355,E38000046,321596
22/02/2021,05D,NHS East Staffordshire CCG,Age,40-49,885,E38000053,129944
22/02/2021,05G,NHS North Staffordshire CCG,Age,40-49,1080,E38000126,219600
22/02/2021,05H,NHS Warwickshire North CCG,Age,40-49,1255,E38000195,195147
22/02/2021,05L,NHS Sandwell and West Birmingham CCG,Age,40-49,7275,E38000144,506073
22/02/2021,05N,NHS Shropshire CCG,Age,40-49,1310,E38000147,323136
22/02/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,Age,40-49,1165,E38000153,226837
22/02/2021,05R,NHS South Warwickshire CCG,Age,40-49,1360,E38000164,273851
22/02/2021,05V,NHS Stafford and Surrounds CCG,Age,40-49,700,E38000173,157308
22/02/2021,05W,NHS Stoke on Trent CCG,Age,40-49,2390,E38000175,264651
22/02/2021,05X,NHS Telford and Wrekin CCG,Age,40-49,1200,E38000183,179854
22/02/2021,05Y,NHS Walsall CCG,Age,40-49,2785,E38000191,285478
22/02/2021,06A,NHS Wolverhampton CCG,Age,40-49,2965,E38000210,263357
22/02/2021,06F,NHS Bedfordshire CCG,Age,40-49,3400,E38000010,461940
22/02/2021,06H,NHS Cambridgeshire and Peterborough CCG,Age,40-49,6275,E38000026,892627
22/02/2021,06K,NHS East and North Hertfordshire CCG,Age,40-49,3580,E38000049,571713
22/02/2021,06L,NHS Ipswich and East Suffolk CCG,Age,40-49,2475,E38000086,411211
22/02/2021,06N,NHS Herts Valleys CCG,Age,40-49,4150,E38000079,598034
22/02/2021,06P,NHS Luton CCG,Age,40-49,3520,E38000102,213052
22/02/2021,06Q,NHS Mid Essex CCG,Age,40-49,2280,E38000106,395918
22/02/2021,06T,NHS North East Essex CCG,Age,40-49,1925,E38000117,341267
22/02/2021,07G,NHS Thurrock CCG,Age,40-49,1495,E38000185,174341
22/02/2021,07H,NHS West Essex CCG,Age,40-49,1955,E38000197,310040
22/02/2021,07K,NHS West Suffolk CCG,Age,40-49,1315,E38000204,231706
22/02/2021,07L,NHS Barking and Dagenham CCG,Age,40-49,3570,E38000004,212906
22/02/2021,07P,NHS Brent CCG,Age,40-49,5300,E38000020,329771
22/02/2021,07T,NHS City and Hackney CCG,Age,40-49,3195,E38000035,290841
22/02/2021,07W,NHS Ealing CCG,Age,40-49,5515,E38000048,341806
22/02/2021,07Y,NHS Hounslow CCG,Age,40-49,4670,E38000084,271523
22/02/2021,08C,NHS Hammersmith and Fulham CCG,Age,40-49,1815,E38000070,185143
22/02/2021,08E,NHS Harrow CCG,Age,40-49,3460,E38000074,251160
22/02/2021,08F,NHS Havering CCG,Age,40-49,1780,E38000077,259552
22/02/2021,08G,NHS Hillingdon CCG,Age,40-49,4035,E38000082,306870
22/02/2021,08M,NHS Newham CCG,Age,40-49,7260,E38000113,353134
22/02/2021,08N,NHS Redbridge CCG,Age,40-49,4235,E38000138,305222
22/02/2021,08V,NHS Tower Hamlets CCG,Age,40-49,5895,E38000186,324745
22/02/2021,08W,NHS Waltham Forest CCG,Age,40-49,3060,E38000192,276983
22/02/2021,08Y,NHS West London CCG,Age,40-49,1835,E38000202,227412
22/02/2021,09A,NHS Central London (Westminster) CCG,Age,40-49,1510,E38000031,190034
22/02/2021,09D,NHS Brighton and Hove CCG,Age,40-49,2030,E38000021,290885
22/02/2021,10C,NHS Surrey Heath CCG,Age,40-49,620,E38000178,96564
22/02/2021,10J,NHS North Hampshire CCG,Age,40-49,1385,E38000120,225387
22/02/2021,10K,NHS Fareham and Gosport CCG,Age,40-49,1130,E38000059,201071
22/02/2021,10L,NHS Isle of Wight CCG,Age,40-49,670,E38000087,141771
22/02/2021,10Q,NHS Oxfordshire CCG,Age,40-49,3590,E38000136,676171
22/02/2021,10R,NHS Portsmouth CCG,Age,40-49,1700,E38000137,214905
22/02/2021,10V,NHS South Eastern Hampshire CCG,Age,40-49,1265,E38000154,217701
22/02/2021,10X,NHS Southampton CCG,Age,40-49,1995,E38000167,252520
22/02/2021,11A,NHS West Hampshire CCG,Age,40-49,2655,E38000198,570799
22/02/2021,11J,NHS Dorset CCG,Age,40-49,3925,E38000045,773839
22/02/2021,11M,NHS Gloucestershire CCG,Age,40-49,3535,E38000062,637070
22/02/2021,11N,NHS Kernow CCG,Age,40-49,3170,E38000089,571802
22/02/2021,11X,NHS Somerset CCG,Age,40-49,2720,E38000150,562225
22/02/2021,12F,NHS Wirral CCG,Age,40-49,2070,E38000208,324011
22/02/2021,13T,NHS Newcastle Gateshead CCG,Age,40-49,3710,E38000212,504875
22/02/2021,14L,NHS Manchester CCG,Age,40-49,6525,E38000217,552858
22/02/2021,14Y,NHS Buckinghamshire CCG,Age,40-49,3515,E38000223,546626
22/02/2021,15A,NHS Berkshire West CCG,Age,40-49,3175,E38000221,491349
22/02/2021,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Age,40-49,6385,E38000222,963522
22/02/2021,15D,NHS East Berkshire CCG,Age,40-49,4220,E38000224,436701
22/02/2021,15E,NHS Birmingham and Solihull CCG,Age,40-49,13120,E38000220,1180567
22/02/2021,15F,NHS Leeds CCG,Age,40-49,6405,E38000225,793139
22/02/2021,15M,NHS Derby and Derbyshire CCG,Age,40-49,6350,E38000229,1026426
22/02/2021,15N,NHS Devon CCG,Age,40-49,6135,E38000230,1200739
22/02/2021,16C,NHS Tees Valley CCG,Age,40-49,4785,E38000247,675944
22/02/2021,18C,NHS Herefordshire and Worcestershire CCG,Age,40-49,4085,E38000236,788587
22/02/2021,26A,NHS Norfolk and Waveney CCG,Age,40-49,5970,E38000239,1026193
22/02/2021,27D,NHS Cheshire CCG,Age,40-49,3745,E38000233,727223
22/02/2021,36J,NHS Bradford District and Craven CCG,Age,40-49,7620,E38000232,590901
22/02/2021,36L,NHS South West London CCG,Age,40-49,13485,E38000245,1504810
22/02/2021,42D,NHS North Yorkshire CCG,Age,40-49,1885,E38000241,428231
22/02/2021,52R,NHS Nottingham and Nottinghamshire CCG,Age,40-49,7480,E38000243,1043665
22/02/2021,70F,NHS West Sussex CCG,Age,40-49,5340,E38000248,857166
22/02/2021,71E,NHS Lincolnshire CCG,Age,40-49,4045,E38000238,761224
22/02/2021,72Q,NHS South East London CCG,Age,40-49,18480,E38000244,1819271
22/02/2021,78H,NHS Northamptonshire CCG,Age,40-49,5440,E38000242,736219
22/02/2021,84H,NHS County Durham CCG,Age,40-49,3280,E38000234,530094
22/02/2021,91Q,NHS Kent and Medway CCG,Age,40-49,11410,E38000237,1860111
22/02/2021,92A,NHS Surrey Heartlands CCG,Age,40-49,6120,E38000246,1049170
22/02/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Age,40-49,5200,E38000231,921917
22/02/2021,93C,NHS North Central London CCG,Age,40-49,14355,E38000240,1510806
22/02/2021,97R,NHS East Sussex CCG,Age,40-49,2985,E38000235,557229
22/02/2021,99A,NHS Liverpool CCG,Age,40-49,4775,E38000101,498042
22/02/2021,99C,NHS North Tyneside CCG,Age,40-49,1365,E38000127,207913
22/02/2021,99E,NHS Basildon and Brentwood CCG,Age,40-49,1865,E38000007,264220
22/02/2021,99F,NHS Castle Point and Rochford CCG,Age,40-49,965,E38000030,177744
22/02/2021,99G,NHS Southend CCG,Age,40-49,1465,E38000168,183125
22/02/2021,99M,NHS North East Hampshire and Farnham CCG,Age,40-49,1315,E38000118,211709
22/02/2021,00L,NHS Northumberland CCG,Age,50-59,2750,E38000130,322434
22/02/2021,00N,NHS South Tyneside CCG,Age,50-59,1715,E38000163,150976
22/02/2021,00P,NHS Sunderland CCG,Age,50-59,2950,E38000176,277705
22/02/2021,00Q,NHS Blackburn with Darwen CCG,Age,50-59,1825,E38000014,149696
22/02/2021,00R,NHS Blackpool CCG,Age,50-59,1935,E38000015,139446
22/02/2021,00T,NHS Bolton CCG,Age,50-59,3985,E38000016,287550
22/02/2021,00V,NHS Bury CCG,Age,50-59,1900,E38000024,190990
22/02/2021,00X,NHS Chorley and South Ribble CCG,Age,50-59,1330,E38000034,178547
22/02/2021,00Y,NHS Oldham CCG,Age,50-59,2850,E38000135,237110
22/02/2021,01A,NHS East Lancashire CCG,Age,50-59,3635,E38000050,382746
22/02/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",Age,50-59,2660,E38000080,222412
22/02/2021,01E,NHS Greater Preston CCG,Age,50-59,1665,E38000227,203825
22/02/2021,01F,NHS Halton CCG,Age,50-59,1480,E38000068,129410
22/02/2021,01G,NHS Salford CCG,Age,50-59,2860,E38000143,258834
22/02/2021,01H,NHS North Cumbria CCG,Age,50-59,2950,E38000215,319371
22/02/2021,01J,NHS Knowsley CCG,Age,50-59,2135,E38000091,150862
22/02/2021,01K,NHS Morecambe Bay CCG,Age,50-59,3030,E38000228,332696
22/02/2021,01T,NHS South Sefton CCG,Age,50-59,2425,E38000161,160226
22/02/2021,01V,NHS Southport and Formby CCG,Age,50-59,1370,E38000170,116184
22/02/2021,01W,NHS Stockport CCG,Age,50-59,2500,E38000174,293423
22/02/2021,01X,NHS St Helens CCG,Age,50-59,2315,E38000172,180585
22/02/2021,01Y,NHS Tameside and Glossop CCG,Age,50-59,2935,E38000182,260063
22/02/2021,02A,NHS Trafford CCG,Age,50-59,2110,E38000187,237354
22/02/2021,02E,NHS Warrington CCG,Age,50-59,1895,E38000194,210014
22/02/2021,02G,NHS West Lancashire CCG,Age,50-59,1020,E38000200,114306
22/02/2021,02H,NHS Wigan Borough CCG,Age,50-59,3200,E38000205,328662
22/02/2021,02M,NHS Fylde and Wyre CCG,Age,50-59,1540,E38000226,194337
22/02/2021,02P,NHS Barnsley CCG,Age,50-59,2585,E38000006,246866
22/02/2021,02Q,NHS Bassetlaw CCG,Age,50-59,1330,E38000008,117459
22/02/2021,02T,NHS Calderdale CCG,Age,50-59,2105,E38000025,211455
22/02/2021,02X,NHS Doncaster CCG,Age,50-59,3355,E38000044,311890
22/02/2021,02Y,NHS East Riding of Yorkshire CCG,Age,50-59,2545,E38000052,318400
22/02/2021,03A,NHS Greater Huddersfield CCG,Age,50-59,2060,E38000064,246604
22/02/2021,03F,NHS Hull CCG,Age,50-59,3075,E38000085,259778
22/02/2021,03H,NHS North East Lincolnshire CCG,Age,50-59,1635,E38000119,159563
22/02/2021,03J,NHS North Kirklees CCG,Age,50-59,2120,E38000121,193183
22/02/2021,03K,NHS North Lincolnshire CCG,Age,50-59,1690,E38000122,172292
22/02/2021,03L,NHS Rotherham CCG,Age,50-59,2740,E38000141,265411
22/02/2021,03N,NHS Sheffield CCG,Age,50-59,5950,E38000146,584853
22/02/2021,03Q,NHS Vale of York CCG,Age,50-59,2475,E38000188,366072
22/02/2021,03R,NHS Wakefield CCG,Age,50-59,3245,E38000190,348312
22/02/2021,03W,NHS East Leicestershire and Rutland CCG,Age,50-59,2515,E38000051,338592
22/02/2021,04C,NHS Leicester City CCG,Age,50-59,5555,E38000097,354224
22/02/2021,04F,NHS Milton Keynes CCG,Age,50-59,2945,E38000107,275882
22/02/2021,04V,NHS West Leicestershire CCG,Age,50-59,3290,E38000201,407490
22/02/2021,04Y,NHS Cannock Chase CCG,Age,50-59,1150,E38000028,137595
22/02/2021,05A,NHS Coventry and Rugby CCG,Age,50-59,4990,E38000038,480456
22/02/2021,05C,NHS Dudley CCG,Age,50-59,2920,E38000046,321596
22/02/2021,05D,NHS East Staffordshire CCG,Age,50-59,1205,E38000053,129944
22/02/2021,05G,NHS North Staffordshire CCG,Age,50-59,1610,E38000126,219600
22/02/2021,05H,NHS Warwickshire North CCG,Age,50-59,1690,E38000195,195147
22/02/2021,05L,NHS Sandwell and West Birmingham CCG,Age,50-59,7940,E38000144,506073
22/02/2021,05N,NHS Shropshire CCG,Age,50-59,2230,E38000147,323136
22/02/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,Age,50-59,1815,E38000153,226837
22/02/2021,05R,NHS South Warwickshire CCG,Age,50-59,1945,E38000164,273851
22/02/2021,05V,NHS Stafford and Surrounds CCG,Age,50-59,1105,E38000173,157308
22/02/2021,05W,NHS Stoke on Trent CCG,Age,50-59,3015,E38000175,264651
22/02/2021,05X,NHS Telford and Wrekin CCG,Age,50-59,1585,E38000183,179854
22/02/2021,05Y,NHS Walsall CCG,Age,50-59,3080,E38000191,285478
22/02/2021,06A,NHS Wolverhampton CCG,Age,50-59,3355,E38000210,263357
22/02/2021,06F,NHS Bedfordshire CCG,Age,50-59,4430,E38000010,461940
22/02/2021,06H,NHS Cambridgeshire and Peterborough CCG,Age,50-59,7865,E38000026,892627
22/02/2021,06K,NHS East and North Hertfordshire CCG,Age,50-59,4720,E38000049,571713
22/02/2021,06L,NHS Ipswich and East Suffolk CCG,Age,50-59,3655,E38000086,411211
22/02/2021,06N,NHS Herts Valleys CCG,Age,50-59,4815,E38000079,598034
22/02/2021,06P,NHS Luton CCG,Age,50-59,3355,E38000102,213052
22/02/2021,06Q,NHS Mid Essex CCG,Age,50-59,3175,E38000106,395918
22/02/2021,06T,NHS North East Essex CCG,Age,50-59,2935,E38000117,341267
22/02/2021,07G,NHS Thurrock CCG,Age,50-59,1935,E38000185,174341
22/02/2021,07H,NHS West Essex CCG,Age,50-59,2830,E38000197,310040
22/02/2021,07K,NHS West Suffolk CCG,Age,50-59,1945,E38000204,231706
22/02/2021,07L,NHS Barking and Dagenham CCG,Age,50-59,3765,E38000004,212906
22/02/2021,07P,NHS Brent CCG,Age,50-59,6640,E38000020,329771
22/02/2021,07T,NHS City and Hackney CCG,Age,50-59,4610,E38000035,290841
22/02/2021,07W,NHS Ealing CCG,Age,50-59,6445,E38000048,341806
22/02/2021,07Y,NHS Hounslow CCG,Age,50-59,5515,E38000084,271523
22/02/2021,08C,NHS Hammersmith and Fulham CCG,Age,50-59,2875,E38000070,185143
22/02/2021,08E,NHS Harrow CCG,Age,50-59,3385,E38000074,251160
22/02/2021,08F,NHS Havering CCG,Age,50-59,2325,E38000077,259552
22/02/2021,08G,NHS Hillingdon CCG,Age,50-59,3930,E38000082,306870
22/02/2021,08M,NHS Newham CCG,Age,50-59,7445,E38000113,353134
22/02/2021,08N,NHS Redbridge CCG,Age,50-59,3930,E38000138,305222
22/02/2021,08V,NHS Tower Hamlets CCG,Age,50-59,5205,E38000186,324745
22/02/2021,08W,NHS Waltham Forest CCG,Age,50-59,3735,E38000192,276983
22/02/2021,08Y,NHS West London CCG,Age,50-59,2990,E38000202,227412
22/02/2021,09A,NHS Central London (Westminster) CCG,Age,50-59,2230,E38000031,190034
22/02/2021,09D,NHS Brighton and Hove CCG,Age,50-59,2710,E38000021,290885
22/02/2021,10C,NHS Surrey Heath CCG,Age,50-59,710,E38000178,96564
22/02/2021,10J,NHS North Hampshire CCG,Age,50-59,1690,E38000120,225387
22/02/2021,10K,NHS Fareham and Gosport CCG,Age,50-59,1710,E38000059,201071
22/02/2021,10L,NHS Isle of Wight CCG,Age,50-59,1340,E38000087,141771
22/02/2021,10Q,NHS Oxfordshire CCG,Age,50-59,4810,E38000136,676171
22/02/2021,10R,NHS Portsmouth CCG,Age,50-59,2210,E38000137,214905
22/02/2021,10V,NHS South Eastern Hampshire CCG,Age,50-59,2045,E38000154,217701
22/02/2021,10X,NHS Southampton CCG,Age,50-59,2265,E38000167,252520
22/02/2021,11A,NHS West Hampshire CCG,Age,50-59,3900,E38000198,570799
22/02/2021,11J,NHS Dorset CCG,Age,50-59,6250,E38000045,773839
22/02/2021,11M,NHS Gloucestershire CCG,Age,50-59,5345,E38000062,637070
22/02/2021,11N,NHS Kernow CCG,Age,50-59,5105,E38000089,571802
22/02/2021,11X,NHS Somerset CCG,Age,50-59,4395,E38000150,562225
22/02/2021,12F,NHS Wirral CCG,Age,50-59,3395,E38000208,324011
22/02/2021,13T,NHS Newcastle Gateshead CCG,Age,50-59,5015,E38000212,504875
22/02/2021,14L,NHS Manchester CCG,Age,50-59,7685,E38000217,552858
22/02/2021,14Y,NHS Buckinghamshire CCG,Age,50-59,4120,E38000223,546626
22/02/2021,15A,NHS Berkshire West CCG,Age,50-59,3475,E38000221,491349
22/02/2021,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Age,50-59,8250,E38000222,963522
22/02/2021,15D,NHS East Berkshire CCG,Age,50-59,4000,E38000224,436701
22/02/2021,15E,NHS Birmingham and Solihull CCG,Age,50-59,14210,E38000220,1180567
22/02/2021,15F,NHS Leeds CCG,Age,50-59,8095,E38000225,793139
22/02/2021,15M,NHS Derby and Derbyshire CCG,Age,50-59,9105,E38000229,1026426
22/02/2021,15N,NHS Devon CCG,Age,50-59,10215,E38000230,1200739
22/02/2021,16C,NHS Tees Valley CCG,Age,50-59,7635,E38000247,675944
22/02/2021,18C,NHS Herefordshire and Worcestershire CCG,Age,50-59,5870,E38000236,788587
22/02/2021,26A,NHS Norfolk and Waveney CCG,Age,50-59,9375,E38000239,1026193
22/02/2021,27D,NHS Cheshire CCG,Age,50-59,5820,E38000233,727223
22/02/2021,36J,NHS Bradford District and Craven CCG,Age,50-59,7595,E38000232,590901
22/02/2021,36L,NHS South West London CCG,Age,50-59,16245,E38000245,1504810
22/02/2021,42D,NHS North Yorkshire CCG,Age,50-59,3260,E38000241,428231
22/02/2021,52R,NHS Nottingham and Nottinghamshire CCG,Age,50-59,10125,E38000243,1043665
22/02/2021,70F,NHS West Sussex CCG,Age,50-59,7215,E38000248,857166
22/02/2021,71E,NHS Lincolnshire CCG,Age,50-59,6680,E38000238,761224
22/02/2021,72Q,NHS South East London CCG,Age,50-59,26195,E38000244,1819271
22/02/2021,78H,NHS Northamptonshire CCG,Age,50-59,6920,E38000242,736219
22/02/2021,84H,NHS County Durham CCG,Age,50-59,5500,E38000234,530094
22/02/2021,91Q,NHS Kent and Medway CCG,Age,50-59,16055,E38000237,1860111
22/02/2021,92A,NHS Surrey Heartlands CCG,Age,50-59,7705,E38000246,1049170
22/02/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Age,50-59,7590,E38000231,921917
22/02/2021,93C,NHS North Central London CCG,Age,50-59,18820,E38000240,1510806
22/02/2021,97R,NHS East Sussex CCG,Age,50-59,4700,E38000235,557229
22/02/2021,99A,NHS Liverpool CCG,Age,50-59,8320,E38000101,498042
22/02/2021,99C,NHS North Tyneside CCG,Age,50-59,2090,E38000127,207913
22/02/2021,99E,NHS Basildon and Brentwood CCG,Age,50-59,2595,E38000007,264220
22/02/2021,99F,NHS Castle Point and Rochford CCG,Age,50-59,1520,E38000030,177744
22/02/2021,99G,NHS Southend CCG,Age,50-59,1870,E38000168,183125
22/02/2021,99M,NHS North East Hampshire and Farnham CCG,Age,50-59,1695,E38000118,211709
22/02/2021,00L,NHS Northumberland CCG,Age,60-69,3950,E38000130,322434
22/02/2021,00N,NHS South Tyneside CCG,Age,60-69,2155,E38000163,150976
22/02/2021,00P,NHS Sunderland CCG,Age,60-69,3705,E38000176,277705
22/02/2021,00Q,NHS Blackburn with Darwen CCG,Age,60-69,1730,E38000014,149696
22/02/2021,00R,NHS Blackpool CCG,Age,60-69,1975,E38000015,139446
22/02/2021,00T,NHS Bolton CCG,Age,60-69,4180,E38000016,287550
22/02/2021,00V,NHS Bury CCG,Age,60-69,2100,E38000024,190990
22/02/2021,00X,NHS Chorley and South Ribble CCG,Age,60-69,1500,E38000034,178547
22/02/2021,00Y,NHS Oldham CCG,Age,60-69,2680,E38000135,237110
22/02/2021,01A,NHS East Lancashire CCG,Age,60-69,3970,E38000050,382746
22/02/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",Age,60-69,2595,E38000080,222412
22/02/2021,01E,NHS Greater Preston CCG,Age,60-69,1770,E38000227,203825
22/02/2021,01F,NHS Halton CCG,Age,60-69,1860,E38000068,129410
22/02/2021,01G,NHS Salford CCG,Age,60-69,2830,E38000143,258834
22/02/2021,01H,NHS North Cumbria CCG,Age,60-69,3560,E38000215,319371
22/02/2021,01J,NHS Knowsley CCG,Age,60-69,2595,E38000091,150862
22/02/2021,01K,NHS Morecambe Bay CCG,Age,60-69,3700,E38000228,332696
22/02/2021,01T,NHS South Sefton CCG,Age,60-69,3045,E38000161,160226
22/02/2021,01V,NHS Southport and Formby CCG,Age,60-69,1680,E38000170,116184
22/02/2021,01W,NHS Stockport CCG,Age,60-69,2810,E38000174,293423
22/02/2021,01X,NHS St Helens CCG,Age,60-69,2730,E38000172,180585
22/02/2021,01Y,NHS Tameside and Glossop CCG,Age,60-69,3250,E38000182,260063
22/02/2021,02A,NHS Trafford CCG,Age,60-69,2160,E38000187,237354
22/02/2021,02E,NHS Warrington CCG,Age,60-69,2120,E38000194,210014
22/02/2021,02G,NHS West Lancashire CCG,Age,60-69,1180,E38000200,114306
22/02/2021,02H,NHS Wigan Borough CCG,Age,60-69,3575,E38000205,328662
22/02/2021,02M,NHS Fylde and Wyre CCG,Age,60-69,2200,E38000226,194337
22/02/2021,02P,NHS Barnsley CCG,Age,60-69,3005,E38000006,246866
22/02/2021,02Q,NHS Bassetlaw CCG,Age,60-69,1580,E38000008,117459
22/02/2021,02T,NHS Calderdale CCG,Age,60-69,2200,E38000025,211455
22/02/2021,02X,NHS Doncaster CCG,Age,60-69,3580,E38000044,311890
22/02/2021,02Y,NHS East Riding of Yorkshire CCG,Age,60-69,3535,E38000052,318400
22/02/2021,03A,NHS Greater Huddersfield CCG,Age,60-69,2205,E38000064,246604
22/02/2021,03F,NHS Hull CCG,Age,60-69,3270,E38000085,259778
22/02/2021,03H,NHS North East Lincolnshire CCG,Age,60-69,1860,E38000119,159563
22/02/2021,03J,NHS North Kirklees CCG,Age,60-69,2220,E38000121,193183
22/02/2021,03K,NHS North Lincolnshire CCG,Age,60-69,1905,E38000122,172292
22/02/2021,03L,NHS Rotherham CCG,Age,60-69,2975,E38000141,265411
22/02/2021,03N,NHS Sheffield CCG,Age,60-69,5705,E38000146,584853
22/02/2021,03Q,NHS Vale of York CCG,Age,60-69,2945,E38000188,366072
22/02/2021,03R,NHS Wakefield CCG,Age,60-69,3605,E38000190,348312
22/02/2021,03W,NHS East Leicestershire and Rutland CCG,Age,60-69,2870,E38000051,338592
22/02/2021,04C,NHS Leicester City CCG,Age,60-69,4600,E38000097,354224
22/02/2021,04F,NHS Milton Keynes CCG,Age,60-69,3115,E38000107,275882
22/02/2021,04V,NHS West Leicestershire CCG,Age,60-69,3555,E38000201,407490
22/02/2021,04Y,NHS Cannock Chase CCG,Age,60-69,1305,E38000028,137595
22/02/2021,05A,NHS Coventry and Rugby CCG,Age,60-69,4500,E38000038,480456
22/02/2021,05C,NHS Dudley CCG,Age,60-69,2935,E38000046,321596
22/02/2021,05D,NHS East Staffordshire CCG,Age,60-69,1335,E38000053,129944
